timestamp,endpoint,status,latency_ms
2026-05-09T02:00:47.085855,login,200,303.97
2026-05-09T02:00:47.089448,login,200,298.54
2026-05-09T02:00:47.090042,cost_summary,200,506.67
2026-05-09T02:00:47.092395,cost_summary,200,482.14
2026-05-09T02:00:47.150940,login,200,307.82
2026-05-09T02:00:47.151809,validate_token,200,302.4
2026-05-09T02:00:47.152523,health_check,200,318.12
2026-05-09T02:00:47.153930,cost_summary,200,502.89
2026-05-09T02:00:47.155384,cost_summary,200,532.03
2026-05-09T02:00:47.155443,cost_summary,200,487.95
2026-05-09T02:00:47.156161,cost_summary,200,446.4
2026-05-09T02:00:47.156931,cost_summary,200,507.38
2026-05-09T02:00:47.207183,cost_summary,200,376.09
2026-05-09T02:00:47.269409,validate_token,200,366.92
2026-05-09T02:00:47.269928,validate_token,200,368.14
2026-05-09T02:00:47.274330,login,200,342.72
2026-05-09T02:00:47.331483,login,200,403.42
2026-05-09T02:00:47.334490,validate_token,200,388.4
2026-05-09T02:00:47.336531,login,200,375.74
2026-05-09T02:00:47.348395,validate_token,200,367.22
2026-05-09T02:00:47.351165,login,200,279.93
2026-05-09T02:00:47.354251,validate_token,200,318.87
2026-05-09T02:00:47.355567,login,200,347.4
2026-05-09T02:00:47.355632,validate_token,200,327.19
2026-05-09T02:00:47.387683,login,200,341.42
2026-05-09T02:00:47.391358,validate_token,200,349.59
2026-05-09T02:00:47.397844,validate_token,200,324.92
2026-05-09T02:00:47.398716,login,200,325.68
2026-05-09T02:00:47.448069,validate_token,200,332.66
2026-05-09T02:00:47.452556,login,200,353.94
2026-05-09T02:00:47.452805,login,200,354.58
2026-05-09T02:00:47.453536,login,200,362.86
2026-05-09T02:00:47.455362,cost_summary,200,549.11
2026-05-09T02:00:47.456757,cost_summary,200,486.06
2026-05-09T02:00:47.477592,login,200,338.39
2026-05-09T02:00:47.478083,validate_token,200,339.4
2026-05-09T02:00:47.479457,validate_token,200,388.42
